45.822365,8.939661,493.841858,20161005093225,11,0.0,15.94,16.88,96888.02,12.58
45.822365,8.939661,493.841858,20161005093234,11,0.0,15.94,16.88,96888.02,12.58
45.822365,8.939661,493.841858,20161005093249,11,0.0,15.81,16.94,96888.02,12.58
45.822365,8.939661,493.841858,20161005093257,11,0.0,15.81,16.94,96888.02,12.56
45.822365,8.939661,493.841858,20161005093305,11,0.0,15.75,17.00,96888.02,12.58
45.822365,8.939661,493.841858,20161005093314,11,0.0,15.75,16.94,96888.02,12.58
45.822365,8.939661,493.841858,20161005093321,11,0.0,15.69,17.00,96888.02,12.58
45.822365,8.939661,493.841858,20161005093329,10,0.0,15.69,17.00,96888.02,12.58
45.822365,8.939661,493.841858,20161005093337,10,0.0,15.69,17.00,96888.02,12.55
45.822365,8.939661,493.841858,20161005093345,10,0.0,15.69,17.06,96761.65,12.58
45.822365,8.939661,493.841858,20161005093354,10,0.0,15.69,17.06,96761.65,12.55
45.822365,8.939661,493.841858,20161005093401,10,0.0,15.75,17.06,96888.02,12.54
45.822365,8.939661,493.841858,20161005093409,10,0.0,15.81,17.06,96888.02,12.58
45.822365,8.939661,493.841858,20161005093418,10,0.0,15.94,17.06,96761.65,12.56
45.822365,8.939661,493.841858,20161005093425,10,0.0,16.00,17.19,96761.65,12.55
45.822365,8.939661,493.841858,20161005093433,10,0.0,16.00,17.13,96888.02,12.58
45.822365,8.939661,493.841858,20161005093441,10,0.0,16.00,17.19,96888.02,12.57
45.822365,8.939661,493.841858,20161005093449,10,0.0,16.00,17.25,96888.02,12.57
45.822365,8.939661,493.841858,20161005093457,10,0.0,16.00,17.25,96888.02,12.57
45.822365,8.939661,493.841858,20161005093505,11,0.0,15.94,17.25,96888.02,12.58
45.822365,8.939661,493.841858,20161005093514,11,0.0,16.00,17.31,96888.02,12.58
45.822365,8.939661,493.841858,20161005093521,11,0.0,16.00,17.31,96888.02,12.53
45.822365,8.939661,493.841858,20161005093529,11,0.0,16.00,17.31,96888.02,12.54
45.822365,8.939661,493.841858,20161005093545,11,0.0,16.06,17.38,96888.02,12.56
45.822365,8.939661,493.841858,20161005093553,11,0.0,16.06,17.44,96761.65,12.54
45.822365,8.939661,493.841858,20161005093609,11,0.0,16.06,17.44,96888.02,12.57
45.822365,8.939661,493.841858,20161005093618,11,0.0,16.13,17.50,96888.02,12.53
45.822365,8.939661,493.841858,20161005093626,11,0.0,16.13,17.50,96888.02,12.57
45.822365,8.939661,493.841858,20161005093633,11,0.0,16.13,17.56,96761.65,12.54
45.822365,8.939661,493.841858,20161005093641,11,0.0,16.19,17.56,96888.02,12.57
45.822365,8.939661,493.841858,20161005093649,11,0.0,16.25,17.63,96888.02,12.57
45.822365,8.939661,493.841858,20161005093657,11,0.0,16.25,17.63,96888.02,12.57
45.822365,8.939661,493.841858,20161005093706,11,0.0,16.25,17.69,96761.65,12.57
45.822365,8.939661,493.841858,20161005093713,11,0.0,16.31,17.69,96888.02,12.57
45.822365,8.939661,493.841858,20161005093722,11,0.0,16.38,17.69,96888.02,12.57
45.822365,8.939661,493.841858,20161005093729,11,0.0,16.31,17.75,96888.02,12.57
45.822365,8.939661,493.841858,20161005093737,11,0.0,16.38,17.81,96888.02,12.57
45.822365,8.939661,493.841858,20161005093745,11,0.0,16.31,17.81,96888.02,12.57
45.822365,8.939661,493.841858,20161005093753,11,0.0,16.19,17.88,96761.65,12.57
45.822365,8.939661,493.841858,20161005093802,11,0.0,16.13,17.88,96761.65,12.57
45.822365,8.939661,493.841858,20161005093809,11,0.0,16.13,17.88,96888.02,12.57
45.822365,8.939661,493.841858,20161005093818,11,0.0,16.06,17.88,96888.02,12.57
45.822357,8.939662,493.512512,20161005093833,11,0.0,16.00,17.94,96888.02,12.57
45.822357,8.939662,493.512512,20161005093841,11,0.0,16.00,17.94,96888.02,12.56
45.822357,8.939662,493.512512,20161005093849,11,0.0,15.94,17.94,96888.02,12.55
45.822357,8.939662,493.512512,20161005093857,11,0.0,15.88,17.94,96761.65,12.53
45.822357,8.939662,493.512512,20161005093906,11,0.0,15.81,17.94,96888.02,12.56
45.822357,8.939662,493.512512,20161005093914,11,0.0,15.75,17.88,96888.02,12.55
45.822357,8.939662,493.512512,20161005093929,11,0.0,15.81,17.94,96761.65,12.55
45.822357,8.939662,493.512512,20161005093937,11,0.0,15.88,18.00,96888.02,12.55
45.822357,8.939662,493.512512,20161005093953,11,0.0,16.00,17.94,96888.02,12.55
45.822357,8.939662,493.512512,20161005094002,11,0.0,16.00,17.94,96888.02,12.55
45.822357,8.939662,493.512512,20161005094010,11,0.0,16.00,17.94,96888.02,12.49
45.822357,8.939662,493.512512,20161005094018,11,0.0,16.06,17.94,96888.02,12.53
45.822357,8.939662,493.512512,20161005094033,11,0.0,16.06,18.06,96888.02,12.52
45.822357,8.939662,493.512512,20161005094042,11,0.0,16.00,18.06,96888.02,12.52
45.822357,8.939662,493.512512,20161005094050,11,0.0,15.94,18.06,96888.02,12.54
45.822357,8.939662,493.512512,20161005094057,11,0.0,16.00,18.13,96761.65,12.55
45.822357,8.939662,493.512512,20161005094105,11,0.0,16.00,18.13,96888.02,12.55
45.822357,8.939662,493.512512,20161005094113,11,0.0,16.00,18.19,96761.65,12.50
45.822357,8.939662,493.512512,20161005094121,11,0.0,15.94,18.13,96761.65,12.55
45.822357,8.939656,493.933960,20161005094129,11,0.0,15.94,18.19,96888.02,12.55
45.822357,8.939656,493.933960,20161005094137,11,0.0,15.88,18.19,96888.02,12.54
45.822357,8.939656,493.933960,20161005094145,11,0.0,15.81,18.19,96888.02,12.53
45.822357,8.939656,493.933960,20161005094153,11,0.0,15.81,18.19,96888.02,12.55
